departamento,cargo,id_estructura,grupo_ocupacional
DIVISION DE CORRESP Y ARCHIVO,ENCARGADO (A)DE CORRESPONDEN,288,ESTRATEGICO
DIVISION DE CORRESP Y ARCHIVO,ENCARGADO (A)DIVISION ARCHIV,289,ESTRATEGICO
DIVISION DE CORRESP Y ARCHIVO,AUXILIAR ADMINISTRATIVO(A),290,TECNICO
DIVISION DE CORRESP Y ARCHIVO,MENSAJERO INTERNO,291,OPERATIVO
DIVISION DE CORRESP Y ARCHIVO,AUXILIAR ADMINISTRATIVO,292,TECNICO
DIVISION DE CORRESP Y ARCHIVO,ARCHIVISTA,293,OPERATIVO
DIVISION DE CORRESP Y ARCHIVO,RECEPCIONISTA,294,OPERATIVO
DIVISION DE CORRESP Y ARCHIVO,AUXILIAR,295,TECNICO
DIVISION DE CORRESP Y ARCHIVO,MENSAJERO EXTERNO,296,OPERATIVO
DIVISION DE CORRESP Y ARCHIVO,MENSAJERO,297,OPERATIVO
DIVISION DE SERVICIOS GENERALES,COORDINADOR (A),298,PROFESIONAL
DIVISION DE SERVICIOS GENERALES,SECRETARIA,299,OPERATIVO
DIVISION DE SERVICIOS GENERALES,TECNICO EN REFRIGERACION,300,TECNICO
DIVISION DE SERVICIOS GENERALES,ELECTRICISTA,301,OPERATIVO
DIVISION DE SERVICIOS GENERALES,AUXILIAR DE SERVICIOS GENERALES,302,TECNICO
DIVISION DE SERVICIOS GENERALES,ENCARGADO (A)DIVISION SERVIC,303,ESTRATEGICO
DIVISION DE SERVICIOS GENERALES,AUXILIAR SERVICIOS GENERALES,304,TECNICO
DIVISION DE SERVICIOS GENERALES,PLOMERO,305,OPERATIVO
DIVISION DE SERVICIOS GENERALES,TECNICO DE AIRE,306,TECNICO
DIVISION DE SERVICIOS GENERALES,AYUDANTE MANTENIMIENTO,307,OPERATIVO
DIVISION DE SERVICIOS GENERALES,AUXILIAR ADMINISTRATIVO(A),308,TECNICO
DIVISION DE SERVICIOS GENERALES,AUXILIAR TECNICO,309,TECNICO
DIVISION DE SERVICIOS GENERALES,ENC. MAYORDOMIA,310,OPERATIVO
DPTO DE AUDITORIA AGROPEC Y MED AMB,DIR. AUDITORIAAGROPECUARIA,311,PROFESIONAL
DPTO DE AUDITORIA AGROPEC Y MED AMB,AUDITOR TECNICO,312,PROFESIONAL
DPTO DE AUDITORIA AGROPEC Y MED AMB,CHOFER I,313,OPERATIVO
FUNDACION ESCUELA NACIONAL DE CONTROL,COORDINADOR (A)GENERAL,314,PROFESIONAL
FUNDACION ESCUELA NACIONAL DE CONTROL,CONSERJE,315,OPERATIVO
FUNDACION ESCUELA NACIONAL DE CONTROL,FACILITADOR,316,OPERATIVO
FUNDACION ESCUELA NACIONAL DE CONTROL,ENCARGADO (A),317,ESTRATEGICO
FUNDACION ESCUELA NACIONAL DE CONTROL,ASESOR (A) ACADEMICO (A),318,OPERATIVO
FUNDACION ESCUELA NACIONAL DE CONTROL,ENC. DE SERVICIOS GENERALES,319,OPERATIVO
FUNDACION ESCUELA NACIONAL DE CONTROL,COORDINADOR CAPACITACION Y DE,320,PROFESIONAL
FUNDACION ESCUELA NACIONAL DE CONTROL,SECRETARIA,321,OPERATIVO
FUNDACION ESCUELA NACIONAL DE CONTROL,ENCARGADA BIBLIOTECA,322,OPERATIVO
FUNDACION ESCUELA NACIONAL DE CONTROL,COORDINADOR (A),323,PROFESIONAL
FUNDACION ESCUELA NACIONAL DE CONTROL,ENCARGADO (A)DE SOPORTE TECNICO,324,ESTRATEGICO
FUNDACION ESCUELA NACIONAL DE CONTROL,AUXILIAR ADMINISTRATIVO(A),325,TECNICO
FUNDACION ESCUELA NACIONAL DE CONTROL,COORDINADOR (A)DE CAPACITACI,326,PROFESIONAL
FUNDACION ESCUELA NACIONAL DE CONTROL,COORDINADORA,327,PROFESIONAL
FUNDACION ESCUELA NACIONAL DE CONTROL,MENSAJERO EXTERNO,328,OPERATIVO
FUNDACION ESCUELA NACIONAL DE CONTROL,SUPERVISOR MAYORDOMIA,329,PROFESIONAL
FUNDACION ESCUELA NACIONAL DE CONTROL,COORDINADOR ACADEMICO,330,PROFESIONAL
FUNDACION ESCUELA NACIONAL DE CONTROL,DIRECTOR ACADEMICO INTERINO,331,ESTRATEGICO
FUNDACION ESCUELA NACIONAL DE CONTROL,AUDITOR I,332,PROFESIONAL
FUNDACION ESCUELA NACIONAL DE CONTROL,RECEPCIONISTA,333,OPERATIVO
FUNDACION ESCUELA NACIONAL DE CONTROL,FACILITADOR (A),334,OPERATIVO
FUNDACION ESCUELA NACIONAL DE CONTROL,PROGRAMADOR,335,OPERATIVO
FUNDACION ESCUELA NACIONAL DE CONTROL,COORDINADOR ADMINISTRATIVO,336,PROFESIONAL
MILITARES,MILITAR,337,OPERATIVO
OFICINA DE ACCESO A LA INFORMACION,ENCARGADO (A)OFICINA ACCESO,338,ESTRATEGICO
OFICINA DE ACCESO A LA INFORMACION,MENSAJERO INTERNO,339,OPERATIVO
PROYECTO EVALUADOR DE PENS Y JUBIL,SOPORTE TECNICO,340,TECNICO
PROYECTO EVALUADOR DE PENS Y JUBIL,AUXILIAR ADMINISTRATIVO(A),341,TECNICO
PROYECTO EVALUADOR DE PENS Y JUBIL,DIGITADOR,342,OPERATIVO
PROYECTO EVALUADOR DE PENS Y JUBIL,COORDINADOR (A),343,PROFESIONAL
PROYECTO EVALUADOR DE PENS Y JUBIL,ANALISTA I,344,PROFESIONAL
PROYECTO EVALUADOR DE PENS Y JUBIL,AUDITOR II,345,PROFESIONAL
PROYECTO EVALUADOR DE PENS Y JUBIL,AUDITOR I,346,PROFESIONAL
SECCION DE ALMACEN Y SUMINISTROS,ENCARGADO SECCION ALMACEN Y S,347,ESTRATEGICO
SECCION DE ALMACEN Y SUMINISTROS,AUDITOR I,348,PROFESIONAL
SECCION DE ALMACEN Y SUMINISTROS,AUXILIAR ADMINISTRATIVO,349,TECNICO
SECCION DE MAYORDOMIA,CONSERJE,350,OPERATIVO
SECCION DE MAYORDOMIA,SUPERVISOR (A),351,PROFESIONAL
SECCION DE MAYORDOMIA,SUPERVISOR MAYORDOMIA,352,PROFESIONAL
SECCION DE TRANSPORTACION,CHOFER II,353,OPERATIVO
SECCION DE TRANSPORTACION,CHOFER,354,OPERATIVO
SECCION DE TRANSPORTACION,AUXILIAR ADMINISTRATIVO(A),355,TECNICO
SECCION DE TRANSPORTACION,CHOFER III,356,OPERATIVO
SECCION DE TRANSPORTACION,SUB ENCARGADO,357,ESTRATEGICO
SECCION DE TRANSPORTACION,MENSAJERO INTERNO,358,OPERATIVO
SECCION DE TRANSPORTACION,CHOFER I,359,OPERATIVO
SECCION DE TRANSPORTACION,PORTERO,360,OPERATIVO
SECCION DE TRANSPORTACION,AUXILIAR DE TRANSPORTACION,361,TECNICO
SECCION DE TRANSPORTACION,TECNICO ELECTRICO,362,TECNICO
UAI - CGR,AUDITOR III,363,PROFESIONAL
UAI - CGR,AUDITOR II,364,PROFESIONAL
UNIDAD DE CONTROL INTERNO,ANALISTA,365,PROFESIONAL
UNIDAD DE CONTROL INTERNO,AUDITOR TECNICO,366,PROFESIONAL
UNIDAD DE CONTROL INTERNO,AUDITOR I,367,PROFESIONAL
CENTRO DECAPACITACION CGR,ASESOR ACADEMICO,368,OPERATIVO
CENTRO DECAPACITACION CGR,COORDINADOR ACADEMICO,369,PROFESIONAL
CONSULTORIA JURIDICA,ANALISTA LEGAL-FINANCIERO,370,PROFESIONAL
CONTRALORIA GENERAL DE LA REPUBLICA,AUDITOR III,371,PROFESIONAL
DEPARTAMENTO DE AUDITORIA LEGAL,AUDITOR LEGALI,372,PROFESIONAL
DEPARTAMENTO DE AUDITORIAS TECNICAS,SUB-ENCARGADO(A),373,ESTRATEGICO
DEPARTAMENTO DE AYUNTAMIENTOS,COORDINADOR(A),374,PROFESIONAL
DEPARTAMENTO DE AYUNTAMIENTOS,ENCARGADO(A),375,ESTRATEGICO
DEPARTAMENTO DE AYUNTAMIENTOS,DIRECTOR(A) ACADEMICO,376,ESTRATEGICO
DEPARTAMENTODECOMUNICACIONES,DISEÑADOR GRAFICO,377,OPERATIVO
DEPARTAMENTODECOMUNICACIONES,ASESOR,378,OPERATIVO
DEPARTAMENTODECOMUNICACIONES,SECRETARIA EJECUTIVA,379,OPERATIVO
DEPARTAMENTO DE DESARROLLO NORMATIV,SUB ENCARGADO DE SARROLLO NORMATIVO,380,ESTRATEGICO
DEPARTAMENTO DE PLANIFICACION Y DESARROLLO,ENCARGADO(A) DEPTO. FORMULAC,381,ESTRATEGICO
DEPARTAMENTO DE PLANIFICACION Y DESARROLLO,ENCARGADO(A) PLANIFICACION Y DESARROLLO,382,ESTRATEGICO
DEPARTAMENTOLEGAL (SEDE),AUDITOR LEGAL,383,PROFESIONAL
DEPARTAMENTOLEGAL (SEDE),MENSAJERO,384,OPERATIVO
DEPARTAMENTOLEGAL (SEDE),SUPERVISORA,385,PROFESIONAL
"DEPTO DESERVICIOS PERSONALES, CIIVLES Y MILITARES",ANALISTA III,386,PROFESIONAL
"DEPTO DESERVICIOS PERSONALES, CIIVLES Y MILITARES",ANALISTA I,387,PROFESIONAL
"DEPTO DESERVICIOS PERSONALES, CIIVLES Y MILITARES",ANALISTA II,388,PROFESIONAL
"DEPTO DESERVICIOS PERSONALES, CIIVLES Y MILITARES",ABOGADOI,389,PROFESIONAL
"DEPTO DESERVICIOS PERSONALES, CIIVLES Y MILITARES",ANALISTA,390,PROFESIONAL
"DEPTO DESERVICIOS PERSONALES, CIIVLES Y MILITARES",AUXILIAR ADMINISTRATIVO(A),391,TECNICO
"DEPTO DESERVICIOS PERSONALES, CIIVLES Y MILITARES",ENCARGADO(A),392,ESTRATEGICO
"DEPTO DESERVICIOS PERSONALES, CIIVLES Y MILITARES",SECRETARIA EJECUTIVA,393,OPERATIVO
DEPTO. DESEGUIMIENTO Y CUMPLIMIENTO DE NORMAS,ENCARGADO(A),394,ESTRATEGICO
"DEPTO. DESERVICIOS PERSONALES CIVILES, MILITARES",ANALISTA III,395,PROFESIONAL
"DEPTO. DESERVICIOS PERSONALES CIVILES, MILITARES",ANALISTA II,396,PROFESIONAL
"DEPTO. DESERVICIOS PERSONALES CIVILES, MILITARES",ANALISTA I,397,PROFESIONAL
"DEPTO. DESERVICIOS PERSONALES CIVILES, MILITARES",SECRETARIA,398,OPERATIVO
DESPACHO DEL CONTRALOR,CAMARERO(A),399,OPERATIVO
DIR ADMINISTRATIVA Y FINANCIERA,ANALISTACOMPRAS,400,PROFESIONAL
DIR ADMINISTRATIVA Y FINANCIERA,ENCARGADODETRANSPORTACION,401,ESTRATEGICO
DIR DE COMUNICACIONES Y REL PUBLICA,COORDINADOR D EDEPORTES,402,PROFESIONAL
DIR DE COMUNICACIONES Y REL PUBLICA,ASESOR(A),403,OPERATIVO
DIR DE COMUNICACIONES Y REL PUBLICA,COORDINADORA DEPROTOCOLO,404,PROFESIONAL
DIR DE DESARROLLO NORMATIVO,DIRECTOR(A),405,ESTRATEGICO
DIR. DE TECNOLOGIA DE LA INFORMACION,PROGRAMADOR(A)DEBASEDEDATOS,406,OPERATIVO
DIR. DE TECNOLOGIA DE LA INFORMACION,DIRECTOR(A),407,ESTRATEGICO
DIR. DE TECNOLOGIA DE LA INFORMACION,ENCARGADO(A) DE SOPORTE TECNICO,408,ESTRATEGICO
DIR. DE TECNOLOGIA DE LA INFORMACION,ENCARGADO(A) DE INFRAESTRUCTURA,409,ESTRATEGICO
DIR. DE TECNOLOGIA DE LA INFORMACION,SOPORTEINFORMATICO,410,TECNICO
DIRECCION CERTIFICACION DE CONTRATOS,ENCARGADO(A) INTERINO,411,ESTRATEGICO
DIRECCION CERTIFICACION DE CONTRATOS,ANALISTA LEGAL-FINANCIERO,412,PROFESIONAL
DIRECCION CERTIFICACION DE CONTRATOS,SUB-ENCARGADO(A),413,ESTRATEGICO
DIRECCION DE AUDITORIA INTERNA,ENCARGADO(A) CERTIFICACIONES DE CARGOS,414,ESTRATEGICO
DIRECCION DE AUDITORIA INTERNA,ENCARGADO(A),415,ESTRATEGICO
DIRECCION DE AUDITORIAS ESPECIALES,AUDITOR LEGALII,416,PROFESIONAL
DIRECCION DE AUDITORIAS ESPECIALES,ENCARGADO(A),417,ESTRATEGICO
DIRECCION DE AUDITORIAS ESPECIALES,DIRECTOR(A),418,ESTRATEGICO
DIRECCION DE AUDITORIAS ESPECIALES,ENCARGADO(A) AUDITORIA SISTEMAS DE INFORMACION,419,ESTRATEGICO
DIRECCION DE AUDITORIAS INTEGRALES,ENCARGADO(A),420,ESTRATEGICO
DIRECCION DE RECURSOS HUMANOS,DIRECTOR(A),421,ESTRATEGICO
DIRECCION DE RECURSOS HUMANOS,COORDINADOR(A) REGISTRO,422,PROFESIONAL
DIRECCION DE RECURSOS HUMANOS,ENC .RECLUT. SELEC. Y EVALUACI,423,OPERATIVO
DIRECCION DE RECURSOS HUMANOS,ENCARGADO(A) CAPACITACION Y DESARROLLO,424,ESTRATEGICO
DIRECCION DE REVISION Y CONTROL DE CALIDAD,DIRECTOR(A),425,ESTRATEGICO
DIRECCION UNIDADES DE AUDITORIA INTERNA,ENCARGADO(A) UNIDAD DE AUDITORIA INTERNA,426,ESTRATEGICO
DIRECCION UNIDADES DE AUDITORIA INTERNA,ABOGADOI,427,PROFESIONAL
DIRECCION UNIDADES DE AUDITORIA INTERNA,SECRETARIO(A),428,OPERATIVO
DIRECCION UNIDADES DE AUDITORIA INTERNA,ENCARGADO(A),429,ESTRATEGICO
DIRECCION UNIDADES DE AUDITORIA INTERNA,AUDITOR LEGALI,430,PROFESIONAL
DIRECCION UNIDADES DE AUDITORIA INTERNA,ABOGADO(A),431,PROFESIONAL
DIRECCION UNIDADES DE AUDITORIA INTERNA,ABOGADO(A)I,432,PROFESIONAL
DIRECCION UNIDADES DE AUDITORIA INTERNA,SUPERVISORA UAI,433,PROFESIONAL
DIRECCION UNIDADES DE AUDITORIA INTERNA,ENCARGADO(A) DE UNIDAD DE AUDITORIA INTERNA,434,ESTRATEGICO
DIRECCION UNIDADES DE AUDITORIA INTERNA,ASESOR(A)LEGAL,435,OPERATIVO
DIRECCION UNIDADES DE AUDITORIA INTERNA,SUPERVISOR (A)LEGAL,436,PROFESIONAL
DIRECCION UNIDADES DE AUDITORIA INTERNA,ENCARGADO(A) INTERINO(A),437,ESTRATEGICO
DIRECCION UNIDADES DE AUDITORIA INTERNA,ENCARGADO(A)DEDIVISION,438,ESTRATEGICO
DIRECCION UNIDADES DE AUDITORIA INTERNA,AUXILIARADMNISTRATIVO,439,TECNICO
DIRECCION UNIDADES DE AUDITORIA INTERNA,ENCARGADO(A) DEPARTAMENTO LE,440,ESTRATEGICO
DIVISION DE CAPACITACION Y DESARROL,PROFESOR(A),441,OPERATIVO
DIVISION DE CERTIFICAC DE CARGOS,SECRETARIO(A),442,OPERATIVO
DIVISION DE CONTABILIDAD,CONTADOR(A),443,OPERATIVO
DIVISION DE CONTABILIDAD,ENCARGADO(A) DE NORMAS PRESU,444,ESTRATEGICO
DIVISION DE CORRESP Y ARCHIVO,ENCARGADO(A) ARCHIVO,445,ESTRATEGICO
DIVISION DE CORRESP Y ARCHIVO,ENCARGADO(A) DE CORRESPONDEN,446,ESTRATEGICO
DIVISION DE CORRESP Y ARCHIVO,ENCARGADO(A) DIVISION ARCHIV,447,ESTRATEGICO
DIVISION DE SERVICIOS GENERALES,COORDINADOR(A),448,PROFESIONAL
DIVISION DE SERVICIOS GENERALES,TECNICOENREFRIGERACION,449,TECNICO
DIVISION DE SERVICIOS GENERALES,ENCARGADO(A) DIVISION SERVIC,450,ESTRATEGICO
DIVISION DE SERVICIOS GENERALES,PINTOR,451,OPERATIVO
DIVISION DE SERVICIOS GENERALES,CHOFER,452,OPERATIVO
DIVISION DE SERVICIOS GENERALES,AUXILIARTECNICO,453,TECNICO
DPTO DE AUDITORIA AGROPEC Y MED AMB,DIR. AUDITORIA AGROPECUARIA,454,PROFESIONAL
FUNDACION ESCUELA NACIONAL DE CONTROL,COORDINADOR(A) GENERAL,455,PROFESIONAL
FUNDACION ESCUELA NACIONAL DE CONTROL,ENCARGADO(A),456,ESTRATEGICO
FUNDACION ESCUELA NACIONAL DE CONTROL,ASESOR(A) ACADEMICO(A),457,OPERATIVO
FUNDACION ESCUELA NACIONAL DE CONTROL,COORDINADOR(A),458,PROFESIONAL
FUNDACION ESCUELA NACIONAL DE CONTROL,ENCARGADO(A) DESOPORTE TECNICO,459,ESTRATEGICO
FUNDACION ESCUELA NACIONAL DE CONTROL,COORDINADOR(A) DE CAPACITACI,460,PROFESIONAL
FUNDACION ESCUELA NACIONAL DE CONTROL,FACILITADOR(A),461,OPERATIVO
OFICINA DE ACCESO A LA INFORMACION,ENCARGADO(A) OFICINA ACCESO,462,ESTRATEGICO
OFICINA DE ACCESO A LA INFORMACION,ABOGADA,463,OPERATIVO
PROYECTO EVALUADOR DE PENS Y JUBIL,COORDINADOR(A),464,PROFESIONAL
SECCION DE TRANSPORTACION,SUBENCARGADO,465,ESTRATEGICO
UAI-CGR,AUDITOR III,466,PROFESIONAL
UAI-CGR,AUDITOR II,467,PROFESIONAL
CONTRALORIA GENERAL DE LA REPUBLICA,AUDITOR II,468,PROFESIONAL
DEPARTAMENTO DE AUDITORIA DE INGENI,AUDITOR III,469,PROFESIONAL
DEPARTAMENTO DE AUDITORIA LEGAL,ANALISTA FINANCIERO LEGAL,470,PROFESIONAL
DEPARTAMENTO DE COMUNICACIONES,DISEÑADOR (A) GRAFICO,471,OPERATIVO
DEPARTAMENTO DE PLANIFICACION Y DESARROLLO,ENCARGADO (A) DEPTO. FORMULAC,472,ESTRATEGICO
DEPARTAMENTO DE PLANIFICACION Y DESARROLLO,ENCARGADO (A) PLANIFICACION Y DESARROLLO,473,ESTRATEGICO
DIR DE COMUNICACIONES Y REL PUBLICA,COORDINADOR DE DEPORTES,474,PROFESIONAL
DIR. DE TECNOLOGIA DE LA INFORMACION,ENCARGADO (A) DE SOPORTE TECNICO,475,ESTRATEGICO
DIR. DE TECNOLOGIA DE LA INFORMACION,ENCARGADO (A) DE INFRAESTRUCTURA,476,ESTRATEGICO
DIRECCION CERTIFICACION DE CONTRATOS,ENCARGADO (A) INTERINO,477,ESTRATEGICO
DIRECCION DE AUDITORIA INTERNA,ENCARAGDO DE AUDITORIA INTERNA,478,PROFESIONAL
DIRECCION DE AUDITORIA INTERNA,ENC. AUDITORIA INTERNA,479,PROFESIONAL
DIRECCION DE AUDITORIA INTERNA,ENCARAGD DE UNIDD DE AUDITORIA,480,PROFESIONAL
DIRECCION DE AUDITORIA INTERNA,ENCARGADA UNIDAD DE AUDITORIAINTERNA,481,PROFESIONAL
DIRECCION DE AUDITORIA INTERNA,ENCARGADO (A) CERTIFICACIONES DE CARGOS,482,ESTRATEGICO
DIRECCION DE AUDITORIA INTERNA,ENCARGADO DE AUDITORIA INTERNA,483,ESTRATEGICO
DIRECCION DE AUDITORIA INTERNA,ENCARGADO (A),484,ESTRATEGICO
DIRECCION DE AUDITORIA INTERNA,ARQUITECTO AUDITOR II,485,PROFESIONAL
DIRECCION DE AUDITORIAS ESPECIALES,AUDITOR 1,486,PROFESIONAL
DIRECCION DE AUDITORIAS ESPECIALES,CONTADORA,487,OPERATIVO
DIRECCION DE AUDITORIAS ESPECIALES,SUPERVISORA,488,PROFESIONAL
DIRECCION DE RECURSOS HUMANOS,ENCARGADO (A) CAPACITACION Y DESARROLLO,489,ESTRATEGICO
DIRECDIRECCION DE REVISION Y CONTROL DE CALIDAD,AUDITOR III,490,PROFESIONAL
DIRECDIRECCION DE REVISION Y CONTROL DE CALIDAD,SUPERVISOR (A),491,PROFESIONAL
DIRECDIRECCION DE REVISION Y CONTROL DE CALIDAD,AUDITOR I,492,PROFESIONAL
DIRECDIRECCION DE REVISION Y CONTROL DE CALIDAD,AUDITOR II,493,PROFESIONAL
DIRECDIRECCION DE REVISION Y CONTROL DE CALIDAD,AUXILIAR ADMINISTRATIVO(A),494,TECNICO
DIRECDIRECCION DE REVISION Y CONTROL DE CALIDAD,MENSAJERO INTERNO,495,OPERATIVO
DIRECDIRECCION DE REVISION Y CONTROL DE CALIDAD,SUPERVISORA,496,PROFESIONAL
DIRECDIRECCION DE REVISION Y CONTROL DE CALIDAD,AUXILIAR ADMINISTRATIVO,497,TECNICO
DIRECDIRECCION DE REVISION Y CONTROL DE CALIDAD,DIRECTOR (A),498,ESTRATEGICO
DIRECDIRECCION DE REVISION Y CONTROL DE CALIDAD,ANALISTA,499,PROFESIONAL
DIRECDIRECCION DE REVISION Y CONTROL DE CALIDAD,SECRETARIA EJECUTIVA,500,OPERATIVO
DIRECCION UNIDADES DE AUDITORIA INTERNA,ENCARGADO (A) UNIDAD DE AUDITORIA INTERNA,501,ESTRATEGICO
DIRECCION UNIDADES DE AUDITORIA INTERNA,ANALISTA FINANCIERO LEGAL,502,PROFESIONAL
DIRECCION UNIDADES DE AUDITORIA INTERNA,ENCARGADO (A) INTERINO (A),503,ESTRATEGICO
DIRECCION UNIDADES DE AUDITORIA INTERNA,ENCARGADO (A) DE DIVISION,504,ESTRATEGICO
DIRECCION UNIDADES DE AUDITORIA INTERNA,ENCARGADO (A) DEPARTAMENTO LE,505,ESTRATEGICO
DIRECCION UNIDADES DE AUDITORIA INTERNA,ENCARGADO,506,ESTRATEGICO
DIVISION DE CAPACITACION Y DESARRO,PROFESOR (A),507,OPERATIVO
DIVISION DE CERTIFICAC DE CARGOS,ENCARGADA CORRESPONDENCIA,508,OPERATIVO
DIVISION DE CONTABILIDAD,ENCARGADO (A) DE NORMAS PRESU,509,ESTRATEGICO
DIVISION DE CORRESP Y ARCHIVO,ENCARGADO (A)  ARCHIVO,510,ESTRATEGICO
DIVISION DE CORRESP Y ARCHIVO,ENCARGADO (A) DE CORRESPONDEN,511,ESTRATEGICO
DIVISION DE CORRESP Y ARCHIVO,ENCARGADO (A) DIVISION ARCHIV,512,ESTRATEGICO
DIVISION DE SERVICIOS GENERALES,ENCARGADO (A) DIVISION SERVIC,513,ESTRATEGICO
DPTO DE AUDITORIA AGROPEC Y MED AMB,DIR. AUDITORIA  AGROPECUARIA,514,PROFESIONAL
FUNDACION ESCUELA NACIONAL DE CONTROL,ENCARGADO (A) DE SOPORTE TECNICO,515,ESTRATEGICO
OFICINA DE ACCESO A LA INFORMACION,ENCARGADO (A) OFICINA ACCESO,516,ESTRATEGICO
OFICINA DE ACCESO A LA INFORMACION,ABOGADO (A),517,PROFESIONAL
CONSULTORIA JURIDICA,AUXILIAR ADMINISTRATIVO (A),518,TECNICO
CONTRALORIA GENERAL DE LA REPUBLICA,ENCARGADA DE UAI,519,OPERATIVO
DEPARTAMENTO DE AYUNTAMIENTOS,AUXILIAR ADMINISTRATIVO (A),520,TECNICO
DEPARTAMENTO DE PLANIFICACION Y DESARROLLO,AUXILIAR ADMINISTRATIVO (A),521,TECNICO
"DEPTO DE SERVICIOS PERSONALES, CIIVLES Y MILITARES+A2:D3",ANALISTA I,522,PROFESIONAL
"DEPTO DE SERVICIOS PERSONALES, CIIVLES Y MILITARES",AUXILIAR ADMINISTRATIVO (A),523,TECNICO
DESPACHO DEL SUB-CONTRALOR,AUXILIAR ADMINISTRATIVO (A),524,TECNICO
DIR ADMINISTRATIVA Y FINANCIERA,AUXILIAR ADMINISTRATIVO (A),525,TECNICO
DIRECCION DE AUDITORIA INTERNA,ENCARGADA,526,OPERATIVO
DIRECCION DE AUDITORIA INTERNA,ENCARGADO AUDITOIRA INTERNA,527,ESTRATEGICO
DIRECCION DE AUDITORIA INTERNA,ENCARAGDA UNIDAD DE AUDITORIA,528,PROFESIONAL
DIRECCION DE AUDITORIAS ESPECIALES,AUXILIAR ADMINISTRATIVO (A),529,TECNICO
DIRECCION DE RECURSOS HUMANOS,ANALISTA I,530,PROFESIONAL
DIRECCION DE REVISION Y CONTROL DE CALIDAD,AUXILIAR ADMINISTRATIVO (A),531,TECNICO
DIRECCION UNIDADES DE AUDITORIA INTERNA,AUXILIAR ADMINISTRATIVO (A),532,TECNICO
DIVISION DE CERITIFICACION DE CARGO,ANALISTA,533,PROFESIONAL
DIVISION DE CERTIFICAC DE CARGOS,AUXILIAR ADMINISTRATIVO (A),534,TECNICO
DIVISION DE CONTABILIDAD,AUXILIAR ADMINISTRATIVO (A),535,TECNICO
DIVISION DE CORRESP Y ARCHIVO,AUXILIAR ADMINISTRATIVO (A),536,TECNICO
DIVISION DE SERVICIOS GENERALES,AUXILIAR ADMINISTRATIVO (A),537,TECNICO
FUNDACION ESCUELA NACIONAL DE CONTROL,AUXILIAR ADMINISTRATIVO (A),538,TECNICO
PROYECTO EVALUADOR DE PENS Y JUBIL,AUXILIAR ADMINISTRATIVO (A),539,TECNICO
SECCION DE TRANSPORTACION,AUXILIAR ADMINISTRATIVO (A),540,TECNICO
DEPARTAMENTO DE COMUNICACIONES,RECEPCIONISTA,541,OPERATIVO
DESPACHO DEL CONTRALOR,COODINADOR COOPERACION INTERNACIONAL,542,OPERATIVO
DESPACHO DEL CONTRALOR,ENCARGADO DEL DEPARTAMENTO DE ANALISIS,543,ESTRATEGICO
DIR. DE TECNOLOGIA DE LA INFORMACION,ENCARGADO (A)DESOPORTE TECNICO,544,ESTRATEGICO
DIR. DE TECNOLOGIA DE LA INFORMACION,SOPORTEDEREDES,545,TECNICO
DIRECCION DE AUDITORIA INTERNA,SUBDIIRECTOR,546,OPERATIVO
DIRECCION DE AUDITORIA INTERNA,SUB ENCARGADO INTERINO,547,ESTRATEGICO
DIRECCION DE AUDITORIAS ESPECIALES,AUDITOR1,548,PROFESIONAL
DIRECCION DE RECURSOS HUMANOS,ENC. RECLUT. SELEC. Y EVALUACI,549,OPERATIVO
DIRECCION UNIDADES DE AUDITORIA INTERNA,ENCARGADAUAI,550,OPERATIVO
DIRECCION UNIDADES DE AUDITORIA INTERNA,AUXILIARABOGADO,551,PROFESIONAL
DIRECCION UNIDADES DE AUDITORIA INTERNA,SUPERVISORLA UAI,552,PROFESIONAL
DIRECCION UNIDADES DE AUDITORIA INTERNA,ASESOR (A)LEGAL,553,OPERATIVO
DIRECCION UNIDADES DE AUDITORIA INTERNA,SOPORTEINFORMATICO,554,TECNICO
DIRECCION UNIDADES DE AUDITORIA INTERNA,ENCARGADO (A)INTERINO(A),555,ESTRATEGICO
DIRECCION UNIDADES DE AUDITORIA INTERNA,ENCARGADO (A) DE PARTAMENTO LE,556,ESTRATEGICO
DIVISION DE CONTABILIDAD,ENC.CONTABILIDAD INTERNA,557,OPERATIVO
DIVISION DE CORRESP Y ARCHIVO,ENCARGADO (A) DECORRESPONDEN,558,ESTRATEGICO
FUNDACION ESCUELA NACIONAL DE CONTROL,ENC.DESERVICIOSGENERALES,559,OPERATIVO
FUNDACION ESCUELA NACIONAL DE CONTROL,COORDINADOR (A)DECAPACITACI,560,PROFESIONAL
OFICINA DE ACCESO A LA INFORMACION,ABOGADO(A),561,PROFESIONAL
CENTRODECAPACITACION CGR,ASESOR ACADEMICO,562,OPERATIVO
CENTRODECAPACITACION CGR,COORDINADOR ACADEMICO,563,PROFESIONAL
"DEPTO DESERVICIOS PERSONALES, CIIVLES Y MILITARES",ABOGADO I,564,PROFESIONAL
"DEPTO DESERVICIOS PERSONALES, CIIVLES Y MILITARES",AUXILIAR ADMINISTRATIVO (A),565,TECNICO
"DEPTO DESERVICIOS PERSONALES, CIIVLES Y MILITARES",ENCARGADO (A),566,ESTRATEGICO
DEPTO. DESEGUIMIENTO Y CUMPLIMIENTO DE NORMAS,ENCARGADO (A),567,ESTRATEGICO
DIR DE COMUNICACIONES Y RELPUBLICA,ENCARGADO UNIDAD DE PRENSA,568,ESTRATEGICO
